, InstallationID , InstallationType , PanelType      , Capacity (kW) , EnergyProduced (kWh) , MaintenanceFrequency (months) , Cost (₹) , Region        , Latitude , Longitude , TypeOfInstallation     , InstallerName  , WarrantyYears , AnnualSavings (₹) 
329, S008           ,1,2,97,10500,5,475186,2,25.9204,75.2107,1,3,24,140481
330, S010           ,2,0,8,2430,19,56000,3,15.3665,74.2407,0,3,22,10000
331, S006           ,2,0,17,1872,22,84011,3,24.3228,76.5334,0,3,23,14612
332, S007           ,2,0,11,2137,16,68293,2,11.3806,74.8958,0,3,25,10000
333, S010           ,2,2,13,9869,6,463784,0,11.905,73.0467,1,3,24,127265
334, S005           ,1,1,84,5426,5,291238,0,25.6136,77.0729,0,1,18,63232
335, S003           ,1,1,78,10047,7,294392,1,23.615,75.4146,0,2,20,121970
336, S004           ,2,0,10,1860,24,56000,2,13.2909,74.5195,0,3,25,10000
337, S003           ,1,2,94,8145,5,521685,9,18.212,74.7984,1,0,19,105324
338, S003           ,1,2,91,10444,5,422299,7,27.1722,84.4494,1,0,20,145843
339, S002           ,0,1,60,5269,5,311161,7,28.4474,74.6995,0,1,18,66602
340, S006           ,0,2,46,4715,6,289053,1,10.8505,78.3219,0,1,20,65536
341, S002           ,2,0,10,1938,21,56000,3,10.8505,75.7066,0,3,23,16178
342, S004           ,0,0,52,9371,6,596394,2,10.8505,75.0514,0,3,20,65578
343, S006           ,2,1,15,1984,24,56000,8,25.1472,76.0213,1,3,24,10000
344, S009           ,1,2,84,9835,4,624077,9,19.7752,85.7377,1,0,20,108669
345, S006           ,1,2,94,10003,4,564946,6,22.1074,85.506,1,0,21,114023
346, S008           ,2,0,15,1144,24,84402,3,10.8505,73.6991,0,3,24,11310
347, S004           ,2,0,12,2521,20,85989,3,10.8505,75.4997,0,3,25,10000
348, S007           ,1,0,16,1231,20,56000,5,13.0502,71.9221,0,3,23,21227
349, S008           ,1,2,91,4608,7,699479,9,12.4561,74.9943,0,1,19,55864
350, S004           ,2,0,15,1692,21,56000,8,12.9741,77.7868,0,3,24,13965
351, S008           ,0,1,54,5478,8,321727,0,19.95,74.99,0,1,19,72869
352, S005           ,0,1,41,5957,7,322703,1,24.7163,71.1924,0,1,18,72065
353, S002           ,0,0,20,2206,7,282439,2,12.7132,73.9973,0,2,23,69452
354, S005           ,0,1,53,5248,9,316142,1,27.402,74.5904,0,1,18,50890
355, S006           ,1,2,67,9467,5,600537,6,10.8505,76.8576,1,0,19,107400
356, S009           ,1,2,91,10500,4,443433,6,10.8505,78.9918,1,0,19,138729
357, S002           ,0,1,58,5840,5,346270,1,22.3824,73.4125,1,1,18,62819
358, S003           ,0,2,91,10162,6,584094,9,22.4646,82.2275,1,0,19,134478
359, S005           ,0,2,43,4602,7,293024,5,23.8225,77.9029,0,0,20,53828
360, S004           ,2,0,17,1600,21,115956,2,10.8505,73.9992,1,3,24,11716
361, S010           ,2,0,6,1498,18,135721,3,12.1792,75.9934,0,3,24,22612
362, S006           ,1,2,96,5760,5,304335,8,24.0302,71.1924,0,1,18,103751
363, S003           ,1,2,7,728,22,56000,3,22.1998,85.9927,1,3,24,10000
364, S007           ,2,0,6,834,22,56000,8,10.8505,76.6255,1,3,23,10000
365, S007           ,2,0,6,720,21,56000,9,10.8505,75.0021,1,3,23,10000
366, S006           ,1,2,52,5651,8,613767,1,25.0844,72.0123,1,0,20,51626
367, S010           ,2,0,6,1306,13,77568,3,10.8505,73.1938,0,3,24,10000
368, S004           ,2,0,8,1547,21,56000,2,19.3602,79.2539,1,3,24,10000
369, S003           ,1,0,90,8072,12,489474,9,10.8523,74.3654,0,3,23,21662
370, S008           ,0,1,54,5034,8,364846,7,13.777,72.3173,0,2,18,55561
371, S008           ,0,1,35,4910,7,357300,0,17.1939,77.0673,0,2,20,58564
372, S007           ,2,0,6,1485,23,56000,2,10.8505,76.6997,0,3,23,10000
373, S003           ,1,2,77,9912,6,579566,9,19.3905,76.9869,1,0,19,125467
374, S009           ,2,1,53,5103,7,268995,5,19.3068,71.1924,0,2,21,51218
375, S002           ,1,1,52,5766,23,357197,2,20.5241,72.9638,0,1,19,46546
376, S008           ,0,1,55,5340,7,335841,1,28.6139,72.6468,0,1,18,59041
377, S002           ,2,2,84,2392,19,56000,7,22.4666,75.9743,0,3,23,101994
378, S010           ,2,2,7,720,20,513224,3,24.8561,75.7077,0,3,23,10000
379, S009           ,1,2,89,10198,5,643063,5,10.8505,80.4189,1,0,24,112253
380, S004           ,2,0,6,1282,24,56000,2,14.2582,78.7668,0,3,25,10000
381, S008           ,0,1,48,5917,8,301820,7,23.5061,74.2438,0,1,19,58313
382, S004           ,2,0,15,2334,24,122143,0,10.8505,74.1177,0,3,25,10000
383, S005           ,0,1,47,5651,9,343197,7,10.8505,72.6834,0,0,18,63739
384, S008           ,0,1,48,5781,7,365845,1,23.316,73.4455,0,2,19,60732
385, S004           ,2,0,14,1226,18,56000,3,10.8505,72.8208,0,3,23,10000
386, S005           ,0,1,49,4375,8,305590,7,16.1215,75.3021,0,1,18,60025
387, S004           ,2,0,6,1523,21,56000,2,13.1065,75.8116,0,3,23,10000
388, S010           ,2,1,45,4636,8,285167,1,26.1088,78.0391,0,2,20,56966
389, S006           ,0,2,90,10500,5,328702,6,23.7467,83.4284,1,0,20,129740
390, S006           ,2,0,16,7912,17,67198,5,10.8505,71.1924,0,3,22,56520
391, S005           ,2,1,7,2283,18,56000,2,12.7024,75.1618,0,3,23,10000
392, S002           ,0,2,93,10500,4,617718,8,21.7326,73.8828,1,2,20,110457
393, S003           ,1,2,100,10500,5,650710,9,19.5503,86.5229,1,0,20,99728
394, S006           ,1,0,93,8303,17,604274,3,10.8505,87.3982,1,3,23,21091
395, S005           ,0,1,44,5270,5,526049,5,19.2,73.9705,0,1,20,69989
396, S002           ,2,0,9,1322,24,88494,3,14.194,76.8879,0,3,25,10000
397, S006           ,1,2,78,10500,5,620728,0,23.9362,87.855,1,0,19,114079
398, S009           ,1,2,95,10500,7,559790,5,21.9046,75.7267,1,0,20,102658
399, S008           ,0,1,45,5100,6,266318,6,23.9167,71.1924,0,1,19,130148
400, S010           ,0,0,12,720,6,372980,3,20.6441,73.3623,1,3,23,68323
401, S009           ,1,2,97,9057,4,557411,9,20.4184,82.4341,1,0,20,115001
402, S004           ,1,2,99,10072,6,554419,6,22.352,78.8989,0,3,21,134165
403, S006           ,2,0,88,1291,23,298455,2,22.0266,78.6241,0,2,19,56340
404, S006           ,0,1,50,4718,9,302734,1,14.2537,78.6766,1,1,18,53162
405, S010           ,1,2,98,9501,4,654207,6,21.2453,86.8381,0,0,21,120728
406, S008           ,2,0,46,4769,6,225420,0,12.3767,75.664,0,1,19,54748
407, S008           ,2,2,98,2411,7,494020,6,24.513,72.9868,1,0,21,118202
408, S008           ,0,1,40,5801,6,257022,0,10.8505,77.0477,1,1,20,58430
409, S009           ,1,2,91,9235,7,639891,0,26.6679,73.3121,1,0,19,146315
410, S003           ,1,1,15,6212,8,195192,7,20.8999,74.1731,0,1,20,63182
411, S004           ,1,0,23,1377,18,56000,2,12.0097,76.4637,1,3,22,102218
412, S005           ,0,1,100,6058,8,538942,1,24.4172,72.7692,1,1,20,65634
413, S007           ,2,2,14,1308,6,74449,8,10.8505,71.6446,1,3,24,150000
414, S008           ,0,1,45,5798,6,328479,1,24.0059,73.955,0,1,18,58468
415, S003           ,1,0,48,2349,13,63138,7,12.4806,78.4286,1,3,24,15188
416, S008           ,1,1,82,8942,7,557787,0,25.969,75.7746,0,3,19,111773
417, S008           ,0,1,48,5603,5,329793,8,24.4456,73.2565,1,1,19,54799
418, S005           ,0,1,52,5554,6,322137,2,13.1196,74.3087,0,1,19,65261
419, S005           ,0,0,9,5943,22,82251,2,10.8505,72.8727,0,1,23,70640
420, S009           ,1,2,90,10444,19,120488,6,12.1604,86.2405,1,0,25,15742
421, S009           ,1,1,53,4702,6,270694,5,15.3761,76.5256,1,2,20,77504
422, S004           ,2,2,92,9339,4,593528,9,11.0511,76.568,1,0,25,107163
423, S004           ,2,0,11,760,23,97891,2,21.3667,72.8675,0,3,23,10000
424, S002           ,0,1,51,6117,6,272626,7,23.8521,77.0089,1,0,21,64684
425, S010           ,1,2,77,10173,7,604042,7,23.9555,72.2087,0,0,20,121821
426, S006           ,1,2,90,7661,5,482544,6,18.4907,82.2916,1,0,18,127258
427, S008           ,1,2,100,5536,5,659547,3,21.8551,84.4277,1,0,20,127418
428, S002           ,2,0,45,5254,6,308197,7,22.9135,74.3338,1,3,20,69466
429, S010           ,1,0,10,921,24,56185,8,10.8505,76.8982,0,3,23,10000
430, S002           ,0,0,46,5083,6,135369,7,14.3881,73.8156,0,1,19,68482
431, S007           ,2,0,8,1756,22,78586,2,10.8922,75.7927,1,3,24,10652
432, S007           ,0,1,50,4010,9,319396,0,12.1393,75.2253,0,1,19,43453
433, S009           ,1,2,86,9942,4,647961,8,25.9788,77.3301,1,0,19,102087
434, S006           ,0,1,53,6201,8,317584,2,16.9084,71.1924,1,1,20,58882
435, S009           ,0,1,50,4691,6,267404,1,22.1727,76.6039,0,1,18,56771
436, S004           ,2,0,6,1014,23,56000,2,27.6243,75.8277,0,3,22,10000
437, S008           ,2,2,84,8958,17,563898,8,19.562,75.9397,1,0,23,120547
438, S003           ,1,0,15,1469,17,69472,5,10.8505,74.9188,0,0,23,10000
439, S004           ,2,0,26,2287,21,96181,3,12.0116,73.0531,0,3,24,10000
440, S006           ,1,2,95,10500,6,325141,7,20.6658,79.2104,1,0,19,116673
441, S008           ,1,2,100,6090,5,231591,5,23.0781,78.8108,0,0,20,110301
442, S007           ,1,0,94,10500,4,535329,6,19.6604,85.8309,1,0,23,124570
443, S007           ,2,0,78,1113,18,552870,2,10.8505,74.5363,0,0,23,11941
444, S010           ,2,2,6,2352,16,103581,2,20.3087,77.1381,1,3,22,10000
445, S008           ,0,1,55,5282,7,355014,7,10.8505,71.4041,0,1,19,78547
446, S002           ,2,0,15,2142,20,56000,8,11.0895,73.1624,0,3,25,10000
447, S004           ,0,2,52,6020,8,264061,7,24.5861,75.2658,1,1,24,53232
448, S009           ,0,0,100,9522,7,65029,6,22.2445,76.93,0,2,19,111642
449, S006           ,1,2,100,9268,5,585525,5,10.8505,85.6438,1,0,23,134139
450, S006           ,1,2,92,10066,5,651704,5,20.4377,87.855,1,0,20,130934
451, S005           ,0,2,91,8645,6,646820,5,11.1381,83.3347,0,2,19,119669
452, S009           ,1,2,98,10500,6,537712,5,21.4965,86.7584,1,0,21,136896
453, S004           ,2,0,6,1172,21,56000,2,15.3513,75.6865,1,3,23,10000
454, S004           ,0,1,6,1256,5,56000,2,13.283,73.8612,0,0,21,75275
455, S007           ,1,1,41,5175,5,298198,6,22.0168,78.6401,1,0,20,49974
456, S010           ,1,2,93,8827,5,294058,2,23.5273,76.9676,0,0,19,107742
457, S007           ,2,0,6,1043,19,66297,9,10.8505,75.8554,1,3,23,25879
458, S009           ,1,2,100,9004,5,528302,5,23.7189,71.1924,1,3,21,107674
459, S006           ,1,2,98,8703,6,450804,5,23.5983,78.4436,1,0,21,142803
460, S010           ,1,2,17,1260,15,77408,3,12.0952,81.9816,0,3,25,10000
461, S006           ,1,2,90,9527,4,489304,6,11.8169,71.1924,1,0,19,107084
462, S006           ,1,2,97,10268,5,629270,0,25.3118,74.829,1,0,21,145596
463, S006           ,1,2,86,8297,6,587537,0,14.3863,77.5331,1,0,19,99122
464, S006           ,1,2,100,9019,5,556211,0,19.5824,86.5432,1,0,22,102962
465, S004           ,2,0,11,1502,23,91339,2,10.8505,75.6409,0,3,22,22674
466, S005           ,2,0,15,720,24,69348,2,10.8505,74.2137,0,3,24,10000
467, S003           ,1,2,92,10500,18,500207,0,10.8505,74.6511,0,3,24,115121
468, S002           ,2,2,11,1441,18,56000,3,11.8892,74.7269,1,2,23,19250
469, S002           ,0,2,90,6207,8,310479,3,21.5199,73.5771,0,3,19,118056
470, S010           ,2,0,6,2540,23,84637,2,19.9912,73.14,0,3,24,16711
471, S004           ,0,1,52,4796,7,311149,1,21.1314,76.0593,0,1,19,56630
472, S003           ,2,0,13,2013,19,56000,5,12.932,71.8308,0,0,25,10000
473, S004           ,2,0,9,1370,17,56000,2,11.5439,77.3693,0,3,24,10000
474, S007           ,2,1,6,2177,11,63564,2,11.731,77.3292,0,3,22,16464
475, S006           ,1,2,93,8754,4,684358,9,21.0429,82.6443,0,0,21,115658
476, S010           ,2,0,8,849,24,56000,3,10.8505,76.7398,0,3,24,10000
477, S006           ,0,1,53,5417,4,319745,7,10.8505,76.6002,0,0,19,70324
478, S007           ,0,0,50,6148,7,364810,7,15.9239,77.3988,1,2,20,55195
479, S006           ,1,2,79,7532,4,700000,5,10.8505,87.855,0,0,20,108699
480, S004           ,2,0,14,1697,24,56000,8,11.6718,76.948,0,3,25,10000
481, S002           ,2,0,11,2561,20,87662,1,18.0688,72.8219,0,3,23,11082
482, S003           ,1,2,88,8874,7,564177,9,20.8364,86.1704,1,0,20,117799
483, S004           ,2,0,10,2225,24,281624,3,11.9852,71.1924,0,3,23,10000
484, S010           ,2,0,7,720,22,536070,8,10.8505,73.9051,0,3,23,25812
485, S007           ,0,1,6,1236,18,75761,9,22.2717,73.0578,0,1,24,10000
486, S007           ,2,0,10,1932,20,56000,3,21.7887,73.5901,1,3,25,20398
487, S006           ,1,2,100,9582,5,683827,9,20.7703,79.3307,1,1,20,108081
488, S004           ,2,0,6,1652,24,58041,8,11.4016,73.2587,0,3,24,15565
489, S007           ,2,0,9,1684,22,88499,8,10.8505,73.9336,0,3,25,10000
490, S003           ,1,2,92,10500,7,583155,3,23.5823,81.5827,0,0,22,129797
491, S004           ,1,0,100,8827,5,528551,6,18.3821,76.4841,1,0,25,112249
492, S009           ,1,2,89,10500,5,474263,5,19.5823,76.8418,1,0,24,112635
493, S010           ,1,1,88,5514,6,255703,5,23.1215,75.927,1,2,19,111442
494, S003           ,2,1,86,5922,6,308726,6,24.4262,74.5122,1,1,20,10000
495, S006           ,1,2,100,10500,5,674312,5,15.1658,71.1924,1,0,21,135202
496, S003           ,1,2,87,10148,5,548334,6,21.0932,74.9796,1,0,21,125940
497, S009           ,0,1,85,5913,7,319085,0,22.9472,75.5507,1,0,20,68949
498, S008           ,0,1,6,5572,7,355920,0,11.3725,73.8093,0,1,18,53128
499, S002           ,0,1,50,5649,4,317483,0,10.8505,77.0492,1,1,20,61374
500, S004           ,2,0,13,1099,24,56000,8,12.422,71.1924,1,3,22,14546
501, S005           ,0,1,50,5246,6,262278,7,24.7294,71.1924,0,2,18,66152
502, S008           ,1,2,81,8170,5,556128,9,19.7051,85.2246,1,0,19,107950
503, S010           ,2,0,10,891,19,56000,8,23.385,78.5191,1,2,23,12333
504, S005           ,1,2,100,10489,7,598214,1,11.4432,74.1935,1,0,19,143374
505, S008           ,0,2,41,10500,8,311105,5,21.0922,74.3021,1,0,20,55994
506, S006           ,1,1,88,9646,5,700000,9,21.1917,73.6307,0,2,18,139548
507, S006           ,1,2,84,9251,6,635440,8,25.3197,76.0067,0,1,20,118505
508, S003           ,2,0,18,1635,19,56000,8,10.8505,76.7243,0,3,23,13219
509, S003           ,2,0,88,720,6,56000,5,10.8505,76.1069,1,3,22,19131
510, S004           ,2,0,19,1810,18,56000,2,10.8505,76.085,0,3,24,10000
511, S010           ,2,0,23,1844,19,56000,2,17.1844,77.0234,0,3,24,20750
512, S004           ,1,0,84,1839,19,624097,7,22.2183,77.1226,0,3,19,111750
513, S002           ,1,1,100,10172,5,582599,8,23.5433,74.3617,1,0,25,136798
514, S005           ,0,1,48,5453,4,282529,8,10.8505,75.3122,0,1,18,61985
515, S006           ,1,2,86,10500,5,544466,9,22.7389,84.3984,1,0,19,112507
516, S002           ,2,1,47,5569,6,91903,9,11.1661,72.2342,0,2,21,59196
517, S010           ,2,0,12,2258,24,64977,3,10.8505,73.7543,0,3,24,10000
518, S005           ,0,1,93,8472,4,475853,5,23.4558,83.2773,0,0,20,121760
519, S006           ,0,1,88,10162,5,614724,1,20.4364,74.3968,1,0,19,133939
520, S008           ,0,2,38,4327,8,312528,9,15.5816,71.3539,0,1,18,111827
521, S006           ,1,2,77,9136,6,552576,9,10.8505,77.7208,1,2,18,122884
522, S005           ,0,1,48,4728,5,363085,0,24.9562,75.0169,0,1,21,78486
523, S007           ,1,2,91,2252,4,676190,6,20.8538,76.5186,1,1,18,118308
524, S003           ,1,2,98,10500,4,687908,9,21.4875,80.6025,1,0,21,113255
525, S004           ,2,0,83,7889,24,110422,9,20.9632,72.8659,1,3,22,10000
526, S002           ,0,1,48,4679,7,279682,2,13.7776,75.196,0,1,18,50522
527, S009           ,0,2,97,10500,7,506182,5,21.6232,76.004,1,0,19,121327
528, S005           ,0,1,46,4897,7,322439,0,23.1237,73.3884,0,3,20,46618
529, S002           ,0,1,44,4987,8,329648,7,11.9529,74.4688,1,1,18,61666
530, S004           ,0,1,50,2380,24,336569,1,13.9614,72.7565,0,3,22,66832
531, S008           ,0,1,92,4324,5,376785,7,21.069,75.9999,1,1,19,54420
532, S002           ,2,0,12,5433,18,311336,2,12.6124,74.9293,0,3,24,10000
533, S009           ,0,2,91,5440,7,316830,8,24.9239,76.3709,0,0,21,104666
534, S009           ,1,2,95,10500,5,624902,6,21.6616,71.1924,1,0,20,128959
535, S003           ,1,2,88,1749,6,602674,6,21.6425,73.4823,1,0,24,127554
536, S005           ,0,1,50,4973,7,262440,7,21.6472,73.0572,0,1,19,58803
537, S010           ,2,0,16,814,19,56000,8,10.8505,79.3238,0,3,24,21236
538, S004           ,2,0,10,2025,24,56000,2,10.8505,76.4057,0,3,25,10000
539, S003           ,1,2,100,9757,5,700000,5,10.8505,85.5582,1,1,24,131584
540, S003           ,1,2,99,9267,6,417500,9,17.0263,84.1825,1,0,20,150000
541, S004           ,2,0,25,1602,21,56000,8,10.8505,73.9827,0,3,25,10000
542, S008           ,1,1,6,9369,21,360013,3,15.1461,79.2313,1,0,18,114280
543, S009           ,1,2,96,10311,4,466496,6,21.6333,74.3877,1,0,20,110469
544, S008           ,0,1,7,4886,5,310186,7,13.421,75.6872,0,3,18,59227
545, S002           ,0,1,53,5585,6,290907,0,24.1696,74.0267,0,1,18,66332
546, S008           ,2,1,6,2134,19,56000,8,11.181,77.8587,0,3,23,10000
547, S004           ,2,0,6,1858,24,56000,2,13.0073,75.4865,0,3,25,10000
548, S008           ,2,0,14,1026,20,56000,7,13.8775,76.1154,0,3,24,10000
549, S008           ,0,1,37,5545,7,301125,7,26.762,79.2777,1,1,19,59298
550, S007           ,2,0,6,720,22,56000,2,10.8505,77.8234,0,3,24,10000
551, S007           ,2,0,6,2297,20,56000,3,10.8505,77.1261,1,3,24,10000
552, S008           ,1,2,97,9456,6,552959,6,17.884,81.4982,1,0,25,15976
553, S008           ,1,2,94,8193,6,633899,5,10.8505,75.8294,0,0,22,116451
554, S010           ,2,0,7,720,6,56000,1,26.2741,76.3887,0,2,25,10000
555, S008           ,0,1,45,5442,7,269155,7,25.7508,79.489,0,0,19,55453
556, S006           ,1,2,45,5314,7,700000,9,23.5927,71.1924,1,0,18,106692
557, S006           ,1,2,100,9912,4,487654,6,20.3514,75.949,1,0,21,103174
558, S008           ,0,1,48,4860,23,367633,0,14.9703,74.5336,0,2,18,47922
559, S010           ,2,0,7,1888,20,64621,2,24.4789,71.1924,0,3,25,10000
560, S002           ,2,0,6,2219,20,56000,2,16.6818,73.9245,0,3,24,17576
561, S009           ,2,0,17,720,23,75940,2,10.8505,74.6595,0,3,24,21136
562, S003           ,0,0,6,1294,16,56000,6,12.4231,72.4158,0,3,23,10000
563, S009           ,2,0,8,1991,19,56000,3,10.8505,76.0316,1,3,24,10000
564, S005           ,2,0,6,1582,19,100383,2,10.8505,73.1014,0,3,23,10000
565, S008           ,1,2,52,5273,7,266313,0,21.9614,73.6594,0,0,20,109985
566, S010           ,0,1,43,4732,8,264359,7,12.3588,76.0378,1,3,18,111756
567, S007           ,2,0,8,720,18,105540,8,21.0883,77.084,0,3,21,10118
568, S006           ,1,2,16,9231,6,536907,9,15.0717,77.9312,0,1,19,132600
569, S008           ,0,1,35,5243,7,319195,7,25.4103,76.6285,0,1,18,59849
570, S007           ,2,0,13,2297,20,56000,2,10.8505,72.319,0,3,24,10671
571, S004           ,2,1,45,941,19,56000,2,23.859,73.9147,0,1,21,10000
572, S002           ,2,2,79,9928,5,61328,0,10.8505,87.5284,1,0,23,10000
573, S010           ,2,0,18,9028,15,100582,2,10.8505,73.9389,0,2,25,17381
574, S008           ,2,1,6,720,22,56000,2,14.7864,76.3212,0,3,24,13257
575, S004           ,1,0,8,1896,5,59831,0,13.4394,74.7109,0,3,25,10000
576, S005           ,0,1,52,4701,7,331357,0,24.7486,75.37,0,2,19,73791
577, S004           ,2,0,9,1497,20,56000,8,13.0286,74.6326,0,3,25,10000
578, S005           ,0,1,45,5358,8,285888,7,10.8505,71.1924,0,2,19,64917
579, S007           ,0,1,51,4825,5,320223,0,23.5787,74.84,0,1,19,65268
580, S010           ,2,0,7,720,19,56000,2,11.2986,77.0465,0,3,22,19566
581, S005           ,0,2,92,9520,7,517538,6,23.0257,76.6843,1,2,18,137994
582, S006           ,0,1,100,6156,6,233976,0,14.5259,71.1924,0,0,20,123020
583, S007           ,2,0,7,2188,19,99601,8,10.875,73.505,0,3,24,19841
584, S004           ,0,0,56,2670,5,231995,0,10.8505,72.8093,0,2,24,63424
585, S010           ,1,0,87,8151,6,622482,1,13.5908,71.1924,0,3,24,111491
586, S008           ,0,2,80,9485,5,255787,1,23.1327,73.6793,0,3,19,114399
587, S010           ,2,0,6,720,23,56000,3,22.7493,77.5562,0,3,23,10000
588, S006           ,1,2,98,9162,6,545013,6,23.3952,71.4095,1,0,20,124572
589, S004           ,2,0,90,10500,19,540466,9,20.5645,74.1565,1,0,24,12826
590, S010           ,2,0,13,1902,24,76644,8,10.8505,84.3935,1,3,23,115154
591, S010           ,2,0,26,1716,24,596731,8,11.8068,74.4533,1,3,24,11126
592, S008           ,2,2,44,10180,7,271955,6,22.4452,73.6955,1,3,20,64385
593, S007           ,0,1,54,4615,7,275956,1,25.0067,73.61,1,3,18,52341
594, S002           ,0,2,75,9777,4,700000,6,11.0784,76.7059,1,1,19,118975
595, S004           ,2,0,6,2415,14,56000,5,10.8505,77.5056,1,3,23,10000
596, S006           ,1,2,92,9890,5,492462,0,24.9499,74.6605,1,0,19,120894
597, S010           ,2,0,15,765,15,56000,5,10.8505,75.6286,0,3,23,23122
598, S007           ,2,0,6,1615,19,56000,3,22.8906,75.5651,1,3,23,10000
599, S007           ,1,2,85,10500,5,138096,8,22.3626,81.9831,0,0,21,134372
600, S005           ,0,1,83,5537,5,344884,0,21.4206,72.4744,1,3,19,65710
601, S003           ,1,2,100,10500,4,698119,9,20.5681,83.5051,1,0,20,111370
602, S008           ,0,1,52,5490,7,302725,7,18.9326,71.4866,0,1,20,71177
603, S007           ,2,0,8,2364,23,77653,2,10.8505,76.7386,0,3,23,26989
604, S002           ,0,1,51,5825,7,307945,0,27.8083,71.1924,0,1,18,69503
605, S005           ,2,2,7,2625,6,100494,7,25.381,71.408,1,0,22,10000
606, S003           ,1,1,97,10487,24,525207,9,20.4098,77.3132,1,2,22,124414
607, S004           ,2,1,35,2312,21,56000,2,23.5138,75.9313,0,3,23,10000
608, S003           ,1,2,93,10500,6,614288,5,21.2072,75.1204,1,0,20,142187
609, S004           ,2,1,11,3242,21,63575,2,14.9548,75.4052,0,3,25,18025
610, S010           ,2,0,6,1021,24,76869,8,13.3073,77.4802,0,3,25,10000
611, S005           ,0,1,47,6049,7,334686,7,12.0845,75.9965,0,2,18,62753
612, S005           ,1,1,44,761,19,98273,2,15.6622,74.9526,1,2,22,10000
613, S002           ,0,1,99,5906,7,627287,1,10.8505,73.5686,1,1,19,60910
